mssub_class,mszoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition1,condition2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exteriorfirst,exteriorsecond,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,age_at_sale,years_since_remod,garage_age_at_sale,total_sf,total_above_ground_sf,total_bath,total_porch_sf,has_basement,has_garage,has_pool,has_fireplace,has_porch,is_new_house,age_negative_flag,remodel_negative_flag,garage_age_negative_flag
20,RL,74.0,9612,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,1468,1468,GasA,5.0,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,4.0,6,7.0,1,4.0,Attchd,2008.0,3.0,3,898,3.0,3.0,2.0,210,150,0,0,0,0,0.0,None,None,0,12,2009,New,Partial,1,0,1.0,2936,1468,2.0,360,1,1,0,1,1,1,0,0,0
120,RL,50.0,8012,Pave,None,3.0,Lvl,AllPub,Inside,2.0,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,GLQ,430,Unf,0,1145,1575,GasA,4.0,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,4.0,5,7.0,0,0.0,Attchd,1992.0,2.0,2,529,3.0,3.0,2.0,0,0,52,0,0,0,0.0,None,None,0,7,2007,WD,Normal,15,15,15.0,3150,1575,3.0,52,1,1,0,0,1,0,0,0,0
160,FV,35.0,4251,Pave,Pave,2.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,625,625,GasA,5.0,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,4.0,5,7.0,0,0.0,Detchd,2006.0,2.0,2,528,3.0,3.0,2.0,0,54,0,0,0,0,0.0,None,None,0,6,2007,New,Partial,1,0,1.0,1875,1250,2.5,54,1,1,0,0,1,1,0,0,0
50,RL,77.0,9786,Pave,None,2.0,Bnk,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,Rec,600,Unf,0,312,912,GasA,3.0,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,1,4.0,7,7.0,1,4.0,Attchd,1962.0,2.0,2,440,3.0,3.0,2.0,0,0,0,0,128,0,0.0,GdPrv,None,0,6,2006,WD,Normal,44,25,44.0,2646,1734,1.5,128,1,1,0,1,1,0,0,0,0
20,RL,,8125,Pave,None,2.0,Lvl,AllPub,Corner,2.0,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,BLQ,614,Unf,0,244,858,GasA,3.0,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,3.0,5,7.0,0,0.0,None,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,0,0,0,0.0,None,None,0,6,2006,WD,Normal,35,35,2006.0,1716,858,1.0,0,1,0,0,0,0,0,0,0,0
20,RL,,9819,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3.0,4.0,CBlock,3.0,3.0,1.0,BLQ,450,Unf,0,432,882,GasA,3.0,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,3.0,5,7.0,0,0.0,Detchd,1970.0,1.0,1,280,3.0,3.0,2.0,0,0,0,0,0,0,0.0,MnPrv,None,0,2,2010,WD,Normal,43,43,40.0,1782,900,1.0,0,1,1,0,0,0,0,0,0,0
70,RL,60.0,8730,Pave,None,3.0,Lvl,AllPub,Inside,2.0,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,3.0,3.0,1.0,Unf,0,Unf,0,698,698,GasA,5.0,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,3.0,7,7.0,0,0.0,Detchd,2003.0,1.0,1,384,3.0,3.0,2.0,0,0,0,0,259,0,0.0,None,None,0,7,2007,WD,Normal,92,4,4.0,2094,1396,1.0,259,1,1,0,0,1,0,0,0,0
60,RL,120.0,15611,Pave,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,3.0,Unf,0,Unf,0,1079,1079,GasA,5.0,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4.0,8,7.0,1,4.0,Attchd,2006.0,2.0,2,685,4.0,3.0,2.0,0,51,0,0,0,0,0.0,None,None,0,7,2006,New,Partial,0,0,0.0,2998,1919,2.5,51,1,1,0,1,1,1,0,0,0
190,RL,55.0,5687,Pave,Grvl,3.0,Bnk,AllPub,Inside,2.0,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,3.0,2.0,1.0,Rec,210,Unf,0,570,780,GasA,5.0,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,2.0,9,7.0,0,0.0,None,0.0,0.0,0,0,0.0,0.0,0.0,0,184,0,0,0,0,0.0,None,None,0,3,2008,WD,Normal,96,8,2008.0,2496,1716,3.0,184,1,0,0,0,1,0,0,0,0
50,RL,60.0,11409,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,LwQ,292,Unf,0,476,768,GasA,4.0,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3.0,8,5.0,1,4.0,Attchd,1949.0,1.0,1,281,3.0,3.0,2.0,0,0,0,0,160,0,0.0,None,None,0,1,2009,WD,Normal,60,1,60.0,2484,1716,1.5,160,1,1,0,1,1,0,0,0,0
60,RL,,16659,Pave,None,2.0,Lvl,AllPub,Corner,2.0,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3.0,3.0,CBlock,3.0,3.0,1.0,ALQ,795,Unf,0,0,795,GasA,2.0,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4.0,9,7.0,1,3.0,Attchd,1977.0,3.0,2,539,3.0,3.0,2.0,0,250,0,0,0,0,0.0,None,None,0,3,2006,WD,Normal,29,12,29.0,3058,2263,3.5,250,1,1,0,1,1,0,0,0,0
20,RL,80.0,9600,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3.0,3.0,CBlock,3.0,3.0,1.0,GLQ,1285,Unf,0,131,1416,GasA,3.0,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3.0,7,7.0,2,4.0,Attchd,1953.0,3.0,2,418,3.0,3.0,2.0,110,0,0,0,0,0,0.0,None,None,0,10,2009,WD,Normal,56,56,56.0,3060,1644,2.0,110,1,1,0,1,1,0,0,0,0
80,RL,37.0,7937,Pave,None,2.0,Lvl,AllPub,CulDSac,2.0,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,3.0,CBlock,3.0,3.0,3.0,GLQ,819,Unf,0,184,1003,GasA,3.0,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3.0,6,7.0,0,0.0,Detchd,1984.0,1.0,2,588,3.0,3.0,2.0,120,0,0,0,0,0,0.0,GdPrv,None,0,3,2006,WD,Normal,22,22,22.0,2006,1003,2.0,120,1,1,0,0,1,0,0,0,0
50,RM,75.0,13710,Pave,None,3.0,Lvl,AllPub,Inside,2.0,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,BLQ,420,Unf,0,490,910,GasA,3.0,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,3.0,6,7.0,0,0.0,Attchd,1950.0,1.0,1,282,3.0,3.0,2.0,289,0,0,0,0,0,0.0,MnPrv,None,0,6,2007,WD,Normal,57,57,57.0,2468,1558,1.5,289,1,1,0,0,1,0,0,0,0
60,FV,66.0,7399,Pave,Pave,2.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4.0,3.0,PConc,4.0,3.0,1.0,BLQ,649,Unf,0,326,975,GasA,5.0,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,4.0,7,7.0,1,3.0,Detchd,1997.0,2.0,2,576,3.0,3.0,2.0,0,10,0,0,198,0,0.0,None,None,0,6,2007,WD,Normal,10,9,10.0,2925,1950,2.5,208,1,1,0,1,1,0,0,0,0
60,RL,90.0,11700,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4.0,3.0,CBlock,3.0,3.0,1.0,ALQ,384,Rec,175,143,702,GasA,4.0,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3.0,7,7.0,1,4.0,Attchd,1968.0,1.0,2,539,3.0,3.0,2.0,224,0,0,0,0,0,0.0,None,None,0,6,2007,WD,Normal,39,39,39.0,2445,1743,2.5,224,1,1,0,1,1,0,0,0,0
20,RL,80.0,14000,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,3.0,4.0,CBlock,3.0,3.0,1.0,Unf,0,Unf,0,1092,1092,GasA,5.0,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,4.0,6,7.0,1,4.0,Attchd,1950.0,1.0,1,300,3.0,3.0,2.0,0,36,0,0,0,0,0.0,GdPrv,None,0,8,2009,WD,Family,59,5,59.0,2244,1152,1.5,36,1,1,0,1,1,0,0,0,0
190,RL,90.0,15750,Pave,None,3.0,Lvl,AllPub,Corner,2.0,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3.0,3.0,CBlock,3.0,3.0,2.0,BLQ,841,Unf,0,324,1165,GasA,3.0,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3.0,5,7.0,2,4.0,Attchd,1953.0,1.0,1,375,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,6,2006,WD,Normal,53,53,53.0,2501,1336,2.0,0,1,1,0,1,0,0,0,0,0
60,RL,66.0,16226,Pave,None,0.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,GLQ,281,Unf,0,747,1028,GasA,5.0,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4.0,9,7.0,1,3.0,BuiltIn,1998.0,3.0,2,683,3.0,3.0,2.0,208,50,0,0,0,0,0.0,None,None,0,5,2007,WD,Normal,9,8,9.0,3480,2452,2.5,258,1,1,0,1,1,0,0,0,0
20,RL,118.0,13704,Pave,None,2.0,Lvl,AllPub,Corner,2.0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4.0,3.0,PConc,4.0,3.0,1.0,Unf,0,Unf,0,1541,1541,GasA,5.0,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4.0,6,7.0,1,3.0,Attchd,2001.0,2.0,3,843,3.0,3.0,2.0,468,81,0,0,0,0,0.0,None,None,0,1,2006,WD,Normal,5,4,5.0,3082,1541,2.0,549,1,1,0,1,1,0,0,0,0
20,RL,70.0,9800,Pave,None,3.0,Lvl,AllPub,Corner,2.0,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,PConc,3.0,3.0,1.0,ALQ,894,Unf,0,0,894,GasA,3.0,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3.0,5,7.0,0,0.0,Attchd,1975.0,1.0,2,552,3.0,3.0,2.0,256,0,0,0,0,0,0.0,GdWo,None,0,7,2006,WD,Abnorml,34,34,31.0,1788,894,2.0,256,1,1,0,0,1,0,0,0,0
75,RM,87.0,18386,Pave,None,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3.0,3.0,BrkTil,3.0,3.0,1.0,Unf,0,Unf,0,1470,1470,GasA,5.0,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,4.0,10,7.0,1,5.0,Attchd,2003.0,1.0,3,870,3.0,3.0,2.0,302,0,0,0,0,0,0.0,None,None,0,5,2008,WD,Normal,128,6,5.0,4963,3493,3.0,302,1,1,0,1,1,0,0,0,0
20,RL,80.0,10386,Pave,None,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4.0,3.0,PConc,4.0,3.0,1.0,GLQ,1464,Unf,0,536,2000,GasA,5.0,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,4.0,8,7.0,0,0.0,Attchd,2004.0,3.0,3,888,3.0,3.0,2.0,168,0,0,0,0,0,0.0,None,None,0,7,2007,WD,Normal,3,2,3.0,4000,2000,3.0,168,1,1,0,0,1,0,0,0,0
60,RL,116.0,13474,Pave,None,3.0,Lvl,AllPub,Inside,2.0,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4.0,3.0,CBlock,4.0,3.0,1.0,ALQ,700,Unf,0,0,700,GasA,4.0,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4.0,8,7.0,1,3.0,Attchd,1990.0,2.0,3,746,3.0,3.0,2.0,127,44,224,0,0,0,0.0,None,None,0,6,2007,WD,Normal,17,16,17.0,2943,2243,3.5,395,1,1,0,1,1,0,0,0,0
50,RM,,7920,Pave,Grvl,2.0,Lvl,AllPub,Inside,2.0,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,2.0,CBlock,3.0,3.0,1.0,Unf,0,Unf,0,319,319,GasA,3.0,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,2.0,6,7.0,0,0.0,None,0.0,0.0,0,0,0.0,0.0,0.0,0,144,0,0,0,0,0.0,MnPrv,None,0,3,2008,WD,Normal,88,58,2008.0,1725,1406,1.0,144,1,0,0,0,1,0,0,0,0
30,RL,,12342,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,BLQ,262,Unf,0,599,861,GasA,5.0,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,3.0,4,7.0,0,0.0,Detchd,1961.0,1.0,2,539,3.0,3.0,2.0,158,0,0,0,0,0,0.0,None,None,0,3,2009,WD,Normal,69,59,48.0,1722,861,1.0,158,1,1,0,0,1,0,0,0,0
20,RL,90.0,12378,Pave,None,2.0,Lvl,AllPub,Inside,2.0,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,5.0,3.0,4.0,GLQ,1274,Unf,0,622,1896,GasA,5.0,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,5.0,8,7.0,3,5.0,Attchd,2003.0,3.0,3,708,3.0,3.0,2.0,208,175,0,0,0,0,0.0,None,None,0,11,2006,WD,Normal,3,2,3.0,3840,1944,3.0,383,1,1,0,1,1,0,0,0,0
60,RL,,7685,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3.0,3.0,PConc,4.0,3.0,1.0,ALQ,518,Unf,0,179,697,GasA,4.0,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,4.0,6,7.0,1,3.0,Attchd,1993.0,3.0,2,420,3.0,3.0,2.0,190,63,0,0,0,0,0.0,None,None,0,5,2006,WD,Normal,13,12,13.0,2198,1501,2.5,253,1,1,0,1,1,0,0,0,0
20,RL,50.0,8000,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,1.0,ALQ,680,Unf,0,292,972,GasA,5.0,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,3.0,5,7.0,1,4.0,Detchd,1948.0,1.0,1,240,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,5,2009,WD,Normal,61,7,61.0,1944,972,2.0,0,1,1,0,1,0,0,0,0,0
190,RM,65.0,7800,Pave,None,3.0,Lvl,AllPub,Inside,2.0,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,4.0,3.0,2.0,Rec,507,Unf,0,286,793,GasA,3.0,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,3.0,5,7.0,1,4.0,Detchd,1939.0,1.0,2,410,3.0,3.0,2.0,0,0,0,0,271,0,0.0,MnPrv,None,0,5,2006,WD,Normal,67,56,67.0,1911,1118,2.0,271,1,1,0,1,1,0,0,0,0
20,RL,150.0,215245,Pave,None,0.0,Low,AllPub,Inside,0.0,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3.0,3.0,CBlock,4.0,3.0,4.0,ALQ,1236,Rec,820,80,2136,GasW,3.0,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,3.0,8,7.0,2,4.0,Attchd,1965.0,2.0,2,513,3.0,3.0,2.0,0,0,0,0,0,0,0.0,None,None,0,6,2009,WD,Normal,44,44,44.0,4172,2036,4.0,0,1,1,0,1,0,0,0,0,0
70,RM,60.0,9600,Pave,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3.0,3.0,BrkTil,3.0,4.0,1.0,LwQ,16,Unf,0,712,728,GasA,5.0,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,5.0,6,7.0,1,4.0,Detchd,1925.0,1.0,2,546,2.0,3.0,2.0,0,0,234,0,0,0,0.0,None,None,0,8,2006,WD,Normal,81,16,81.0,2369,1641,2.0,234,1,1,0,1,1,0,0,0,0
60,RL,71.0,7795,Pave,None,2.0,Lvl,AllPub,Inside,2.0,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,1.0,GLQ,425,Unf,0,291,716,GasA,5.0,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,4.0,6,7.0,1,4.0,Attchd,2004.0,3.0,2,432,3.0,3.0,2.0,100,51,0,0,0,0,0.0,None,None,0,7,2009,WD,Normal,5,4,5.0,2148,1432,3.5,151,1,1,0,1,1,0,0,0,0
60,RL,94.0,13005,Pave,None,2.0,Lvl,AllPub,Corner,2.0,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,4.0,3.0,CBlock,4.0,3.0,1.0,GLQ,692,Unf,0,153,845,GasA,3.0,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,5.0,10,7.0,1,3.0,Attchd,1983.0,2.0,2,484,3.0,3.0,2.0,288,195,0,0,0,0,0.0,GdPrv,None,0,8,2009,WD,Normal,29,29,26.0,3198,2353,3.5,483,1,1,0,1,1,0,0,0,0
60,FV,75.0,9000,Pave,None,3.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4.0,3.0,PConc,4.0,3.0,3.0,Unf,0,Unf,0,1088,1088,GasA,5.0,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,4.0,8,7.0,1,4.0,Attchd,2006.0,2.0,3,1025,3.0,3.0,2.0,208,46,0,0,0,0,0.0,None,None,0,12,2007,WD,Normal,1,1,1.0,3047,1959,2.5,254,1,1,0,1,1,0,0,0,0
60,RL,90.0,9900,Pave,None,3.0,Low,AllPub,Inside,1.0,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4.0,3.0,PConc,4.0,3.0,4.0,GLQ,987,Unf,0,360,1347,GasA,5.0,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,4.0,9,7.0,1,3.0,Attchd,1993.0,2.0,3,656,3.0,3.0,2.0,340,60,144,0,0,0,0.0,None,None,0,4,2009,WD,Normal,16,16,16.0,3993,2646,3.5,544,1,1,0,1,1,0,0,0,0
80,RL,,14115,Pave,None,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3.0,3.0,CBlock,4.0,3.0,3.0,GLQ,1036,Unf,0,336,1372,GasA,3.0,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,3.0,6,7.0,2,3.0,Attchd,1980.0,1.0,2,588,3.0,3.0,2.0,233,48,0,0,0,0,0.0,None,None,0,6,2009,WD,Normal,29,29,29.0,2844,1472,3.0,281,1,1,0,1,1,0,0,0,0
60,RL,111.0,16259,Pave,None,3.0,Lvl,AllPub,Corner,2.0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3.0,3.0,PConc,5.0,4.0,3.0,Unf,0,Unf,0,1249,1249,GasA,5.0,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,4.0,9,7.0,0,0.0,Attchd,2006.0,2.0,3,840,3.0,3.0,2.0,240,154,0,0,0,0,0.0,None,None,0,9,2006,New,Partial,0,0,0.0,3845,2596,3.5,394,1,1,0,0,1,1,0,0,0
60,RL,99.0,12099,Pave,None,2.0,Lvl,AllPub,Inside,2.0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4.0,3.0,PConc,5.0,3.0,3.0,GLQ,970,Unf,0,166,1136,GasA,5.0,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,4.0,10,7.0,1,4.0,BuiltIn,2004.0,3.0,3,872,3.0,3.0,2.0,184,154,0,0,0,0,0.0,None,None,0,6,2007,WD,Normal,3,3,3.0,3604,2468,3.5,338,1,1,0,1,1,0,0,0,0
60,RL,86.0,10380,Pave,None,2.0,Lvl,AllPub,Inside,2.0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4.0,3.0,CBlock,3.0,3.0,4.0,LwQ,28,ALQ,1474,0,1502,GasA,5.0,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,4.0,8,7.0,1,3.0,Attchd,1987.0,3.0,2,576,3.0,3.0,2.0,201,96,0,0,0,0,0.0,MnPrv,None,0,8,2007,WD,Normal,21,20,20.0,4232,2730,3.5,297,1,1,0,1,1,0,0,0,0
20,RM,49.0,5820,Pave,None,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3.0,4.0,CBlock,3.0,3.0,1.0,ALQ,256,Unf,0,906,1162,GasA,5.0,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1955.0,1.0,1,220,2.0,3.0,2.0,142,98,0,0,0,0,0.0,None,None,0,7,2006,WD,Normal,51,1,51.0,2325,1163,2.0,240,1,1,0,0,1,0,0,0,0
80,RL,96.0,11275,Pave,None,3.0,Lvl,AllPub,Corner,2.0,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,4.0,4.0,CBlock,4.0,3.0,1.0,Unf,0,Unf,0,710,710,GasA,5.0,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,4.0,11,7.0,1,4.0,BuiltIn,1961.0,3.0,2,564,3.0,3.0,2.0,240,0,0,0,0,0,0.0,None,None,0,6,2010,WD,Normal,43,3,49.0,3688,2978,2.5,240,1,1,0,1,1,0,0,0,0
45,RM,50.0,5000,Pave,None,3.0,Lvl,AllPub,Inside,2.0,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3.0,3.0,CBlock,3.0,3.0,3.0,BLQ,116,Unf,0,604,720,GasA,1.0,N,FuseF,803,0,0,803,0,0,1,0,2,1,3.0,5,7.0,0,0.0,Detchd,1941.0,1.0,2,360,3.0,3.0,2.0,0,0,244,0,0,0,0.0,None,None,0,12,2007,WD,Normal,66,57,66.0,1523,803,1.0,244,1,1,0,0,1,0,0,0,0
120,RL,32.0,10846,Pave,None,2.0,Lvl,AllPub,CulDSac,2.0,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4.0,3.0,PConc,4.0,3.0,4.0,GLQ,1619,Unf,0,100,1719,GasA,5.0,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,4.0,6,7.0,2,4.0,Attchd,1993.0,3.0,2,473,3.0,3.0,2.0,122,30,0,0,0,0,0.0,None,None,0,5,2008,Con,Normal,15,15,15.0,3438,1719,3.5,152,1,1,0,1,1,0,0,0,0
