ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_first,exterior_second,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,age_at_sale,years_since_remodel,mortgage_rate,days_on_market,distance_to_center,sale_year,sale_month,sale_quarter,sale_ym_index,garage_age_at_sale,total_sf,total_above_ground_sf,total_bath,total_porch_sf,has_basement,has_garage,has_pool,has_fireplace,has_fence,has_porch,is_new_house,qual_gr_liv_area,qual_total_sf,age_qual_interaction,age_negative_flag,remodel_negative_flag,garage_age_negative_flag
20,RL,72.0,10011,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,3.0,3.0,CBlock,3.0,3.0,1.0,4.0,360,1.0,0,710,1070,GasA,3.0,Y,SBrkr,1236,0,0,1236,0,1,1,0,2,1,4.0,6,6.0,1,2.0,Attchd,1957.0,1.0,1,447,3.0,3.0,2.0,0,0,0,0,0,0,0.0,MnPrv,NoFeature,0,5,2006,WD,Normal,49,10,6.5975,26,2.93,2006,5,2,5,49.0,2306,1236,1.5,0,1,1,0,1,1,0,0,6180,11530,245,0,0,0
20,RL,65.0,8450,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,4.0,3.0,PConc,4.0,3.0,2.0,6.0,946,1.0,0,490,1436,GasA,5.0,Y,SBrkr,1436,0,0,1436,1,0,2,0,3,1,4.0,8,7.0,0,0.0,Attchd,2004.0,1.0,2,484,3.0,3.0,2.0,139,98,0,0,0,0,0.0,NoFeature,NoFeature,0,4,2008,WD,Normal,4,4,5.9175,35,2.07,2008,4,2,28,4.0,2872,1436,3.0,237,1,1,0,0,0,1,0,10052,20104,28,0,0,0
70,RM,57.0,9906,Pave,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,NoFeature,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,686,686,GasA,2.0,N,SBrkr,810,518,0,1328,0,0,1,0,3,1,3.0,8,7.0,0,0.0,Detchd,1940.0,1.0,1,210,3.0,3.0,2.0,0,172,60,0,0,0,0.0,NoFeature,NoFeature,0,9,2006,WD,Family,81,56,6.4025,26,0.8,2006,9,3,9,66.0,2014,1328,1.0,232,1,1,0,0,0,1,0,5312,8056,324,0,0,0
50,RL,70.0,15660,Pave,NoFeature,2.0,Lvl,AllPub,Corner,2.0,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,4.0,4.0,CBlock,3.0,3.0,1.0,4.0,341,1.0,0,457,798,GasA,5.0,Y,SBrkr,1137,817,0,1954,0,1,1,1,3,1,4.0,8,7.0,2,3.0,Attchd,1939.0,1.0,2,431,3.0,3.0,2.0,0,119,150,0,0,0,0.0,NoFeature,NoFeature,0,5,2008,WD,Normal,69,2,6.036,34,2.93,2008,5,2,29,69.0,2752,1954,2.0,269,1,1,0,1,0,1,0,13678,19264,483,0,0,0
120,RL,43.0,3010,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,16,1.0,0,1232,1248,GasA,5.0,Y,SBrkr,1248,0,0,1248,0,0,2,0,2,1,4.0,5,7.0,0,0.0,Attchd,2005.0,3.0,2,438,3.0,3.0,2.0,108,0,0,0,0,0,0.0,NoFeature,NoFeature,0,3,2006,New,Partial,1,0,6.324,44,2.83,2006,3,1,3,1.0,2496,1248,2.0,108,1,1,0,0,0,1,1,8736,17472,7,0,0,0
20,RL,73.0,8990,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,2.0,1.0,0,1.0,0,1498,1498,GasA,5.0,Y,SBrkr,1498,0,0,1498,0,0,2,0,2,1,4.0,5,7.0,0,0.0,Attchd,2006.0,2.0,2,675,3.0,3.0,2.0,351,33,0,0,0,0,0.0,NoFeature,NoFeature,0,4,2006,New,Partial,0,0,6.5075,45,1.97,2006,4,2,4,0.0,2996,1498,2.0,384,1,1,0,0,0,1,1,10486,20972,0,0,0,0
60,RL,64.0,8068,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1010,1010,GasA,5.0,Y,SBrkr,1010,1257,0,2267,0,0,2,1,4,1,4.0,8,7.0,1,3.0,BuiltIn,2002.0,2.0,2,390,3.0,3.0,2.0,120,46,0,0,0,0,0.0,NoFeature,NoFeature,0,12,2009,ConLI,Normal,7,7,4.93,46,4.31,2009,12,4,48,7.0,3277,2267,2.5,166,1,1,0,1,0,1,0,13602,19662,42,0,0,0
60,RL,85.0,11475,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,3.0,3.0,CBlock,4.0,3.0,1.0,5.0,550,1.0,0,163,713,GasA,3.0,Y,SBrkr,811,741,0,1552,1,0,2,1,3,1,3.0,6,7.0,1,3.0,Attchd,1975.0,2.0,2,434,3.0,3.0,2.0,209,208,0,0,0,0,0.0,MnPrv,NoFeature,0,2,2006,WD,Normal,31,31,6.2525,25,3.11,2006,2,1,2,31.0,2265,1552,3.5,417,1,1,0,1,1,1,0,9312,13590,186,0,0,0
20,RL,70.0,10500,Pave,NoFeature,3.0,Lvl,AllPub,FR2,2.0,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,NoFeature,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,5.0,524,2.0,180,160,864,GasA,4.0,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3.0,4,7.0,0,0.0,Detchd,1989.0,1.0,2,576,3.0,3.0,2.0,216,0,0,0,0,0,0.0,NoFeature,NoFeature,0,3,2009,WD,Abnorml,38,38,5.0025,45,1.79,2009,3,1,39,20.0,1728,864,1.0,216,1,1,0,0,0,1,0,3456,6912,152,0,0,0
20,RL,103.0,13472,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,5.0,3.0,PConc,5.0,3.0,4.0,6.0,56,1.0,0,2336,2392,GasA,5.0,Y,SBrkr,2392,0,0,2392,0,0,2,0,3,1,5.0,8,7.0,1,5.0,Attchd,2003.0,3.0,3,968,3.0,3.0,2.0,248,105,0,0,0,0,0.0,NoFeature,NoFeature,0,6,2009,WD,Normal,6,6,5.42,103,4.9,2009,6,2,42,6.0,4784,2392,2.0,353,1,1,0,1,0,1,0,23920,47840,60,0,0,0
160,RM,21.0,1680,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,3.0,3.0,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,630,630,GasA,3.0,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,3.0,6,7.0,0,0.0,Detchd,1991.0,1.0,1,280,3.0,3.0,2.0,0,0,0,0,0,0,0.0,NoFeature,NoFeature,0,5,2009,COD,Abnorml,38,38,4.8575,38,2.1,2009,5,2,41,18.0,1932,1302,2.5,0,1,1,0,0,0,0,0,6510,9660,190,0,0,0
60,RL,82.0,9950,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4.0,3.0,PConc,4.0,3.0,1.0,6.0,565,1.0,0,638,1203,GasA,5.0,Y,SBrkr,1214,1306,0,2520,0,0,2,1,4,1,4.0,9,7.0,1,3.0,Attchd,1995.0,2.0,3,721,3.0,3.0,2.0,224,114,0,0,0,0,0.0,NoFeature,NoFeature,0,6,2007,WD,Abnorml,12,12,6.657500000000001,77,4.26,2007,6,2,18,12.0,3723,2520,2.5,338,1,1,0,1,0,1,0,17640,26061,84,0,0,0
160,RM,21.0,1869,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,3.0,3.0,CBlock,3.0,3.0,1.0,3.0,321,1.0,0,162,483,GasA,3.0,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,3.0,5,7.0,0,0.0,Detchd,1987.0,1.0,1,280,3.0,3.0,2.0,0,0,0,0,0,0,0.0,NoFeature,NoFeature,0,9,2008,WD,Normal,38,38,6.0375,50,1.94,2008,9,3,33,21.0,1470,987,1.5,0,1,1,0,0,0,0,0,5922,8820,228,0,0,0
20,RL,70.0,8521,Pave,NoFeature,3.0,Lvl,AllPub,FR2,2.0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,NoFeature,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,5.0,842,1.0,0,70,912,GasA,3.0,Y,SBrkr,912,0,0,912,0,0,1,0,3,1,3.0,5,7.0,1,2.0,Detchd,1974.0,1.0,1,336,3.0,3.0,2.0,0,0,0,0,0,0,0.0,MnPrv,NoFeature,0,5,2010,WD,Normal,43,43,4.8875,41,2.83,2010,5,2,53,36.0,1824,912,1.0,0,1,1,0,1,1,0,0,4560,9120,215,0,0,0
120,RL,43.0,3182,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,16,1.0,0,1357,1373,GasA,5.0,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,4.0,7,7.0,1,3.0,Attchd,2005.0,3.0,2,430,3.0,3.0,2.0,143,20,0,0,0,0,0.0,NoFeature,NoFeature,0,5,2009,WD,Normal,4,3,4.8575,34,2.17,2009,5,2,41,4.0,2928,1555,2.0,163,1,1,0,1,0,1,0,10885,20496,28,0,0,0
20,RL,73.0,8760,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,3.0,3.0,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1194,1194,GasA,3.0,Y,SBrkr,1194,0,0,1194,1,0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1959.0,2.0,1,312,3.0,3.0,2.0,0,0,120,0,0,0,0.0,NoFeature,NoFeature,0,4,2010,WD,Normal,51,51,5.098000000000001,36,2.05,2010,4,2,52,51.0,2388,1194,2.0,120,1,1,0,0,0,1,0,7164,14328,306,0,0,0
60,RL,174.0,15138,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4.0,3.0,PConc,4.0,3.0,1.0,6.0,689,1.0,0,773,1462,GasA,5.0,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,5.0,9,7.0,1,3.0,Attchd,1995.0,3.0,3,810,3.0,3.0,2.0,0,146,202,0,0,0,0.0,NoFeature,NoFeature,0,7,2009,WD,Normal,14,13,5.222,110,4.72,2009,7,3,43,14.0,4256,2794,3.5,348,1,1,0,1,0,1,0,22352,34048,112,0,0,0
160,RM,21.0,1680,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,3.0,3.0,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,483,483,GasA,3.0,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,3.0,5,7.0,1,1.0,Attchd,1972.0,1.0,1,288,3.0,3.0,2.0,0,0,0,0,0,0,0.0,NoFeature,NoFeature,0,6,2006,WD,Normal,34,34,6.682,48,2.29,2006,6,2,6,34.0,1470,987,1.5,0,1,1,0,1,0,0,0,5922,8820,204,0,0,0
20,RL,75.0,10650,Pave,NoFeature,3.0,Lvl,AllPub,Corner,2.0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,NoFeature,0.0,3.0,3.0,CBlock,3.0,4.0,3.0,2.0,182,5.0,712,0,894,GasA,3.0,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3.0,5,7.0,0,0.0,Attchd,1976.0,1.0,1,308,3.0,3.0,2.0,365,0,0,0,0,0,0.0,MnPrv,NoFeature,0,2,2010,WD,Normal,34,34,4.99,37,2.87,2010,2,1,50,34.0,1788,894,2.0,365,1,1,0,0,1,1,0,4470,8940,170,0,0,0
60,RL,64.0,7851,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,1.0,6.0,625,1.0,0,235,860,GasA,5.0,Y,SBrkr,860,1100,0,1960,1,0,2,1,4,1,4.0,8,7.0,2,3.0,BuiltIn,2002.0,3.0,2,440,3.0,3.0,2.0,288,48,0,0,0,0,0.0,NoFeature,NoFeature,0,5,2010,WD,Normal,8,8,4.8875,46,4.11,2010,5,2,53,8.0,2820,1960,3.5,336,1,1,0,1,0,1,0,11760,16920,48,0,0,0
160,RM,21.0,1680,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,3.0,3.0,CBlock,3.0,3.0,1.0,5.0,358,1.0,0,125,483,GasA,3.0,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,3.0,5,7.0,0,0.0,Detchd,1971.0,1.0,1,264,3.0,3.0,2.0,0,0,0,0,0,0,0.0,NoFeature,NoFeature,0,8,2008,WD,Normal,37,37,6.4775,39,2.17,2008,8,3,32,37.0,1470,987,1.5,0,1,1,0,0,0,0,0,5922,8820,222,0,0,0
20,RL,65.0,8773,Pave,NoFeature,3.0,Lvl,AllPub,FR2,2.0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,24,1.0,0,1390,1414,GasA,5.0,Y,SBrkr,1414,0,0,1414,0,0,2,0,3,1,4.0,6,7.0,0,0.0,Attchd,2004.0,2.0,2,494,3.0,3.0,2.0,132,105,0,0,0,0,0.0,NoFeature,NoFeature,0,5,2010,WD,Normal,6,6,4.8875,32,1.91,2010,5,2,53,6.0,2828,1414,2.0,237,1,1,0,0,0,1,0,9898,19796,42,0,0,0
60,RL,67.0,9453,Pave,NoFeature,2.0,Lvl,AllPub,CulDSac,2.0,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,1.0,4.0,402,1.0,0,594,996,GasA,5.0,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,4.0,7,7.0,0,0.0,Attchd,1993.0,2.0,2,457,3.0,3.0,2.0,370,70,0,238,0,0,0.0,NoFeature,NoFeature,0,2,2010,WD,Normal,17,7,4.99,39,2.83,2010,2,1,50,17.0,2740,1744,2.5,678,1,1,0,0,0,1,0,12208,19180,119,0,0,0
20,RL,93.0,12030,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,5.0,3.0,PConc,5.0,3.0,1.0,1.0,0,1.0,0,1694,1694,GasA,5.0,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,4.0,7,7.0,0,0.0,Attchd,2007.0,3.0,3,818,3.0,3.0,2.0,168,228,0,0,0,0,0.0,NoFeature,NoFeature,0,12,2007,New,Partial,0,0,6.095,46,4.21,2007,12,4,24,0.0,3388,1694,2.0,396,1,1,0,0,0,1,1,13552,27104,0,0,0,0
50,RL,52.0,8741,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,3.0,3.0,CBlock,3.0,2.0,1.0,2.0,94,1.0,0,641,735,GasA,3.0,Y,FuseA,798,689,0,1487,0,0,1,1,3,1,3.0,7,7.0,1,4.0,Detchd,1949.0,1.0,1,220,3.0,3.0,2.0,0,140,0,0,0,0,0.0,MnPrv,NoFeature,0,4,2010,WD,Normal,65,60,5.098000000000001,26,2.18,2010,4,2,52,61.0,2222,1487,1.5,140,1,1,0,1,1,1,0,8922,13332,390,0,0,0
20,FV,75.0,9000,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4.0,3.0,PConc,4.0,3.0,3.0,6.0,1078,1.0,0,488,1566,GasA,5.0,Y,SBrkr,1566,0,0,1566,1,0,2,0,3,1,4.0,7,7.0,0,0.0,Attchd,2008.0,2.0,2,750,3.0,3.0,2.0,144,168,0,0,0,0,0.0,NoFeature,NoFeature,0,4,2010,WD,Normal,2,2,5.098000000000001,47,3.26,2010,4,2,52,2.0,3132,1566,3.0,312,1,1,0,0,0,1,0,12528,25056,16,0,0,0
30,RM,40.0,3880,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,3.0,4.0,CBlock,3.0,3.0,1.0,5.0,329,1.0,0,357,686,GasA,4.0,Y,SBrkr,866,0,0,866,0,0,1,0,2,1,4.0,4,7.0,0,0.0,NoFeature,0.0,0.0,0,0,0.0,0.0,2.0,58,42,0,0,0,0,0.0,NoFeature,NoFeature,0,8,2007,WD,Normal,62,10,6.572,43,0.41,2007,8,3,20,2007.0,1552,866,1.0,100,1,0,0,0,0,1,0,4330,7760,310,0,0,0
50,RM,63.0,5000,Pave,NoFeature,3.0,Lvl,AllPub,Corner,2.0,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NoFeature,0.0,3.0,3.0,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,540,540,GasA,4.0,N,FuseA,889,551,0,1440,0,0,1,0,3,1,3.0,6,7.0,0,0.0,Attchd,1940.0,1.0,1,352,2.0,3.0,2.0,0,0,77,0,0,0,0.0,NoFeature,NoFeature,0,4,2006,WD,Normal,106,56,6.5075,22,0.72,2006,4,2,4,66.0,1980,1440,1.0,77,1,1,0,0,0,1,0,7200,9900,530,0,0,0
160,RL,75.0,10762,Pave,NoFeature,3.0,Lvl,AllPub,Corner,2.0,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,NoFeature,0.0,3.0,3.0,CBlock,4.0,3.0,1.0,1.0,0,1.0,0,626,626,GasA,3.0,Y,SBrkr,626,591,0,1217,0,0,1,1,3,1,3.0,6,7.0,1,3.0,Attchd,1980.0,2.0,1,288,3.0,3.0,2.0,0,28,0,0,0,0,0.0,NoFeature,NoFeature,0,4,2009,WD,Normal,29,29,4.8100000000000005,36,2.49,2009,4,2,40,29.0,1843,1217,1.5,28,1,1,0,1,0,1,0,7302,11058,174,0,0,0
60,RL,67.0,8880,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,1.0,6.0,695,1.0,0,253,948,GasA,5.0,Y,SBrkr,1222,888,0,2110,1,0,2,1,3,1,4.0,8,7.0,2,2.0,Attchd,1994.0,2.0,2,463,3.0,3.0,2.0,0,130,0,0,0,0,0.0,NoFeature,NoFeature,0,5,2010,WD,Normal,16,8,4.8875,54,2.62,2010,5,2,53,16.0,3058,2110,3.5,130,1,1,0,1,0,1,0,14770,21406,112,0,0,0
20,RL,80.0,10400,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,3.0,3.0,CBlock,4.0,3.0,3.0,6.0,929,1.0,0,916,1845,GasA,4.0,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,1,3.0,6,7.0,1,3.0,Attchd,1988.0,3.0,2,604,3.0,3.0,2.0,197,39,0,0,0,0,0.0,NoFeature,NoFeature,0,6,2006,WD,Normal,18,18,6.682,36,3.7,2006,6,2,6,18.0,3717,1872,2.5,236,1,1,0,1,0,1,0,13104,26019,126,0,0,0
190,RM,69.0,9142,Pave,Grvl,3.0,Lvl,AllPub,Inside,2.0,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,NoFeature,0.0,3.0,2.0,Stone,2.0,3.0,1.0,1.0,0,1.0,0,1020,1020,GasA,4.0,N,FuseP,908,1020,0,1928,0,0,2,0,4,2,2.0,9,7.0,0,0.0,Detchd,1910.0,1.0,1,440,1.0,1.0,2.0,0,60,112,0,0,0,0.0,NoFeature,NoFeature,0,4,2006,WD,Normal,96,56,6.5075,48,0.89,2006,4,2,4,96.0,2948,1928,2.0,172,1,1,0,0,0,1,0,11568,17688,576,0,0,0
20,RL,75.0,11310,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,NoFeature,0.0,3.0,3.0,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1367,1367,GasA,5.0,Y,SBrkr,1375,0,0,1375,0,0,1,0,2,1,3.0,5,7.0,1,3.0,Attchd,1954.0,1.0,2,451,3.0,3.0,2.0,0,30,0,0,0,0,0.0,NoFeature,NoFeature,0,6,2006,WD,Normal,52,52,6.682,34,2.26,2006,6,2,6,52.0,2742,1375,1.0,30,1,1,0,1,0,1,0,8250,16452,312,0,0,0
60,RL,72.0,11317,Pave,NoFeature,3.0,Lvl,AllPub,Inside,2.0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,840,840,GasA,5.0,Y,SBrkr,840,828,0,1668,0,0,2,1,3,1,4.0,8,7.0,0,0.0,Attchd,2003.0,2.0,2,500,3.0,3.0,2.0,144,68,0,0,0,0,0.0,NoFeature,NoFeature,0,9,2007,WD,Normal,4,4,6.3825,37,2.4,2007,9,3,21,4.0,2508,1668,2.5,212,1,1,0,0,0,1,0,11676,17556,28,0,0,0
50,RL,80.5,159000,Pave,NoFeature,1.0,Low,AllPub,CulDSac,0.0,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4.0,3.0,CBlock,4.0,3.0,4.0,3.0,697,1.0,0,747,1444,GasA,4.0,Y,SBrkr,1444,700,0,2144,0,1,2,0,4,1,4.0,7,7.0,2,3.0,Attchd,1958.0,3.0,2,389,3.0,3.0,2.0,0,98,0,0,0,0,0.0,NoFeature,Shed,500,6,2007,WD,Normal,49,1,6.657500000000001,52,2.84,2007,6,2,18,49.0,3588,2144,2.5,98,1,1,0,1,0,1,0,12864,21528,294,0,0,0
30,RL,55.0,5350,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,NoFeature,0.0,3.0,1.0,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,728,728,GasA,5.0,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,2.0,6,4.0,0,0.0,NoFeature,0.0,0.0,0,0,0.0,0.0,2.0,263,0,0,0,0,0,0.0,GdWo,Shed,450,5,2010,WD,Normal,70,44,4.8875,53,1.16,2010,5,2,53,2010.0,2034,1306,1.0,263,1,0,0,0,1,1,0,3918,6102,210,0,0,0
120,RM,44.0,4750,Pave,NoFeature,2.0,HLS,AllPub,Inside,1.0,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,4.0,3.0,PConc,4.0,3.0,4.0,6.0,1573,1.0,0,0,1573,GasA,5.0,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,1,4.0,5,7.0,1,4.0,Attchd,2006.0,3.0,2,538,3.0,3.0,2.0,123,0,0,0,153,0,0.0,NoFeature,NoFeature,0,12,2007,WD,Family,1,0,6.095,37,2.38,2007,12,4,24,1.0,3198,1625,3.5,276,1,1,0,1,0,1,0,13000,25584,8,0,0,0
60,RL,65.0,8366,Pave,NoFeature,2.0,Lvl,AllPub,Inside,2.0,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,NoFeature,0.0,4.0,3.0,PConc,4.0,3.0,1.0,1.0,0,1.0,0,798,798,GasA,5.0,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,4.0,6,7.0,0,0.0,Attchd,2004.0,2.0,2,520,3.0,3.0,2.0,138,45,0,0,0,0,0.0,NoFeature,NoFeature,0,12,2008,WD,Normal,4,4,5.286,41,2.35,2008,12,4,36,4.0,2438,1640,2.5,183,1,1,0,0,0,1,0,9840,14628,24,0,0,0
